Phage accession	Host lineage
MK883717.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK883718.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK886800.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK893987.1	{'genus': ['Staphylococcus'], 'family': ['Staphylococcaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
MK894432.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK894435.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK894437.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK894438.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK895508.1	{'genus': ['Vibrio'], 'family': ['Vibrionaceae'], 'order': ['Vibrionales'], 'phylum': ['Proteobacteria']}
MK905543.1	{'genus': ['Vibrio'], 'family': ['Vibrionaceae'], 'order': ['Vibrionales'], 'phylum': ['Proteobacteria']}
MK907780.1	{'genus': ['Vibrio'], 'family': ['Vibrionaceae'], 'order': ['Vibrionales'], 'phylum': ['Proteobacteria']}
MK911750.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MK919469.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK919470.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK919472.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK919473.1	{'genus': ['Arthrobacter'], 'family': ['Micrococcaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK919474.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK919476.1	{'genus': ['Arthrobacter'], 'family': ['Micrococcaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK919477.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK919478.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK919479.1	{'genus': ['Arthrobacter'], 'family': ['Micrococcaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK919480.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK919484.1	{'genus': ['Arthrobacter'], 'family': ['Micrococcaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK929790.1	{'genus': ['Caulobacter'], 'family': ['Caulobacteraceae'], 'order': ['Caulobacterales'], 'phylum': ['Proteobacteria']}
MK931440.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK934841.1	{'genus': ['Pseudomonas'], 'family': ['Pseudomonadaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
MK937591.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK937592.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK937593.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK937594.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK937595.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
MK937596.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK937597.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK937598.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK937599.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK937600.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK937601.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK937603.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK937604.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK937605.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK937606.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK937607.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK937608.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK937609.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK937610.2	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK937611.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK937612.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK937613.1	{'genus': ['Corynebacterium'], 'family': ['Corynebacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK940809.1	{'genus': ['Staphylococcus'], 'family': ['Staphylococcaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
MK942064.1	{'genus': ['Caulobacter'], 'family': ['Caulobacteraceae'], 'order': ['Caulobacterales'], 'phylum': ['Proteobacteria']}
MK962626.1	{'genus': ['Achromobacter'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK962627.1	{'genus': ['Achromobacter'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK962628.1	{'genus': ['Achromobacter'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK962629.1	{'genus': ['Achromobacter'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK962630.1	{'genus': ['Achromobacter'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK962631.1	{'genus': ['Achromobacter'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK962632.1	{'genus': ['Achromobacter'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK962633.1	{'genus': ['Achromobacter'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK962634.1	{'genus': ['Achromobacter'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK962635.1	{'genus': ['Achromobacter'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK962636.1	{'genus': ['Achromobacter'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK962637.1	{'genus': ['Achromobacter'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK962638.1	{'genus': ['Achromobacter'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK962639.1	{'genus': ['Achromobacter'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK962640.1	{'genus': ['Achromobacter'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK962641.1	{'genus': ['Achromobacter'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK965969.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK965970.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK967377.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK967378.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK967379.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK967380.1	{'genus': ['Rhodococcus'], 'family': ['Nocardiaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK967381.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK967383.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK967384.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK967385.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK967386.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
MK967387.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK967390.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK967392.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK967393.1	{'genus': ['Rhodococcus'], 'family': ['Nocardiaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK967394.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK967396.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK967397.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK967398.1	{'genus': ['Arthrobacter'], 'family': ['Micrococcaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK967400.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK967401.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK967402.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK976036.1	{'genus': ['Wolbachia'], 'family': ['Anaplasmataceae'], 'order': ['Rickettsiales'], 'phylum': ['Proteobacteria']}
MK977694.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MK977695.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK977696.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK977698.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK977699.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK977700.1	{'genus': ['Corynebacterium'], 'family': ['Corynebacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK977701.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK977702.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK977703.1	{'genus': ['Arthrobacter'], 'family': ['Micrococcaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MK977704.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK977705.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK977706.1	{'genus': ['Corynebacterium'], 'family': ['Corynebacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK977707.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK977708.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK977709.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK977710.1	{'genus': ['Corynebacterium'], 'family': ['Corynebacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK977711.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
MK977712.1	{'genus': ['Corynebacterium'], 'family': ['Corynebacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK977714.1	{'genus': ['Corynebacterium'], 'family': ['Corynebacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK977715.1	{'genus': ['Corynebacterium'], 'family': ['Corynebacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MK984681.1	{'genus': ['Bordetella'], 'family': ['Alcaligenaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
MK994515.1	{'genus': ['Serratia'], 'family': ['Yersiniaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MN010756.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MN010757.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MN010758.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MN010760.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MN010761.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MN010762.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MN013189.1	{'genus': ['not defined'], 'family': ['not defined'], 'order': ['not defined'], 'phylum': ['Cyanobacteria']}
MN013356.1	{'genus': ['Pseudomonas'], 'family': ['Pseudomonadaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
MN018232.1	{'genus': ['Synechococcus'], 'family': ['Synechococcaceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
MN019128.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MN022785.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MN022787.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MN026741.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MN027503.1	{'genus': ['Enterococcus'], 'family': ['Enterococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
MN028536.1	{'genus': ['Staphylococcus'], 'family': ['Staphylococcaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
MN032614.1	{'genus': ['Aeromonas'], 'family': ['Aeromonadaceae'], 'order': ['Aeromonadales'], 'phylum': ['Proteobacteria']}
MN038176.1	{'genus': ['Bacillus'], 'family': ['Bacillaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
MN038178.1	{'genus': ['Bacillus'], 'family': ['Bacillaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
MN038179.1	{'genus': ['Bacillus'], 'family': ['Bacillaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
MN043729.1	{'genus': ['Bacillus'], 'family': ['Bacillaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
MN043730.1	{'genus': ['Bacillus'], 'family': ['Bacillaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
MN044033.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MN047438.1	{'genus': ['Staphylococcus'], 'family': ['Staphylococcaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
MN052874.1	{'genus': ['Klebsiella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MN055691.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MN062701.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MN062703.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MN062704.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MN062705.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
MN062706.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MN062707.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MN062708.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MN062710.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MN062711.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MN062713.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MN062714.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MN062716.1	{'genus': ['Gordonia'], 'family': ['Gordoniaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
MN062717.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MN062719.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MN062720.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
MN066127.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MN067333.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MN070121.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MN080711.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
MN082625.1	{'genus': ['Bacillus'], 'family': ['Bacillaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
